刪,删,刪,ㄕㄢ-除、侵ㄕㄢ-、ㄕㄢ-了,shan1除、shan1改、shan1节
拳,拳,拳,ㄑㄩㄢˊ擊、ㄑㄩㄢˊ頭、一ㄑㄩㄢˊ,quan2头、quan2击、quan2脚
煜,煜,煜,李ㄩˋ、ㄩˋㄩˋ、ㄩˋ熠,
矮,矮,矮,ㄞˇ人、ㄞˇ子、ㄞˇ小,低ai3、ai3小、ai3子
謊,谎,謊,ㄏㄨㄤˇ言、撒ㄏㄨㄤˇ、說ㄏㄨㄤˇ,huang3言、撒huang3、说huang3
估,估,估,ㄍㄨ-計、評ㄍㄨ-、ㄍㄨ-值,gu1计、评gu1、gu1算
返,返,返,ㄈㄢˇ回、ㄈㄢˇ還、往ㄈㄢˇ,fan3回、重fan3、往fan3
吮,吮,吮,吸ㄕㄨㄣˇ、ㄕㄨㄣˇ吸、舔ㄕㄨㄣˇ,shun3吸、吸shun3、shun3咂
鈕,钮,鈕,按ㄋㄧㄡˇ、旋ㄋㄧㄡˇ、ㄋㄧㄡˇ釦,按niu3、电niu3、旋niu3
尾,尾,尾,結ㄨㄟˇ、ㄨㄟˇ巴、末ㄨㄟˇ,wei3巴、wei3声、wei3气
嗆,呛,嗆,夠ㄑㄧㄤˋ、ㄑㄧㄤˋ得、ㄑㄧㄤˋ到,够qiang4
柏,柏,柏,ㄅㄞˇ林、ㄅㄞˇ芝、松ㄅㄛˊ,bo2林、bai3树、松bai3
羯,羯,羯,魔ㄐㄧㄝˊ、摩ㄐㄧㄝˊ、ㄐㄧㄝˊ磨,
莫,莫,莫,ㄇㄛˋ名、ㄇㄛˋ非、ㄇㄨˋ言,mo4非、mo4大、mo4不
搔,搔,掻,ㄙㄠ-癢、ㄙㄠ-首、ㄙㄠ-頭,sao1头、sao1痒、隔靴sao1痒
嬰,婴,嬰,ㄧㄥ-兒、母ㄧㄥ-、女ㄧㄥ-,ying1儿、ying1孩、女ying1
反,反,反,ㄈㄢˇ而、ㄈㄢˇ正、ㄈㄢˇ應,fan3对、fan3映、fan3应
勃,勃,勃,ㄅㄛˊ起、鮑ㄅㄛˊ、蓬ㄅㄛˊ,蓬bo2、bo2然、bo2bo2
揉,揉,揉,ㄖㄡˊ˙ㄖㄡ、ㄖㄡˊ搓、ㄖㄡˊ着,rou2搓、搓rou2、矫rou2造作
撇,撇,撇,ㄆㄧㄝ-開、ㄆㄧㄝˇ嘴、ㄆㄧㄝ-下,pie1开、pie3嘴、pie1下
玳,玳,玳,ㄉㄞˋ瑁、ㄉㄞˋ梁、ㄉㄞˋ瑁梁,dai4瑁
班,班,班,上ㄅㄢ-、加ㄅㄢ-、下ㄅㄢ-,上ban1、ban1子、ban1长
錄,录,録,記ㄌㄨˋ、ㄌㄨˋ取、登ㄌㄨˋ,记lu4、纪lu4、lu4取
訃,讣,訃,ㄈㄨˋ告、ㄈㄨˋ聞、ㄈㄨˋ文,fu4告、fu4闻
掙,挣,掙,ㄓㄥˋ錢、ㄓㄥ-扎、ㄓㄥ-脫,zheng1扎、zheng4钱、zheng4脱
悶,闷,悶,鬱ㄇㄣˋ、納ㄇㄣˋ、沉ㄇㄣˋ,苦men4、沉men4、men1热
奸,奸,奸,漢ㄐㄧㄢ-、內ㄐㄧㄢ-、ㄐㄧㄢ-商,汉jian1、强jian1、jian1淫
姣,姣,姣,ㄐㄧㄠˇ好、ㄐㄧㄠˇ美、夸ㄐㄧㄠ-,jiao1好、jiao1美
嗦,嗦,嗦,囉˙ㄙㄨㄛ、羅ㄙㄨㄛ-、哆˙ㄙㄨㄛ,哆suo1、打哆suo1、哆哆suo1suo1
留,留,留,ㄌㄧㄡˊ下、ㄌㄧㄡˊ學、保ㄌㄧㄡˊ,liu2下、保liu2、liu2学
縈,萦,縈,ㄧㄥˊ繞、ㄧㄥˊ迴、ㄧㄥˊ懷,ying2绕、ying2回、ying2怀
貶,贬,貶,ㄅㄧㄢˇ值、ㄅㄧㄢˇ低、ㄅㄧㄢˇ義,bian3值、bian3低、褒bian3
礬,矾,礬,明ㄈㄢˊ、ㄈㄢˊ土、白ㄈㄢˊ,明fan2、白fan2、fan2土
磊,磊,磊,王ㄌㄟˇ、丁ㄌㄟˇ、張ㄌㄟˇ,lei3落、光明lei3落
忝,忝,忝,ㄊㄧㄢˇ然、ㄊㄧㄢˇ眷、ㄊㄧㄢˇ私,
宸,宸,宸,ㄔㄣˊ極、ㄔㄣˊ遊、紫ㄔㄣˊ,
喻,喻,喩,比ㄩˋ、隱ㄩˋ、理ㄩˋ,比yu4、隐yu4、譬yu4
懍,懔,懍,ㄌㄧㄣˇ然、ㄌㄧㄣˇㄌㄧㄣˇ、ㄌㄧㄣˇ厲,
掏,掏,掏,ㄊㄠ-出、ㄊㄠ-錢、ㄊㄠ-空,tao1心、tao1摸、tao1腰包
潸,潸,潸,ㄕㄢ-然、ㄕㄢ-ㄕㄢ-、ㄕㄢ-泫,shan1然、shan1shan1、shan1然泪下
迄,迄,迄,ㄑㄧˋ今、起ㄑㄧˋ、ㄑㄧˋ無,qi4今、qi4今为止
電,电,電,ㄉㄧㄢˋ影、ㄉㄧㄢˋ話、ㄉㄧㄢˋ腦,dian4话、dian4影、dian4视
恙,恙,恙,無ㄧㄤˋ、ㄧㄤˋ蟲、抱ㄧㄤˋ,贵yang4
坍,坍,坍,ㄊㄢ-塌、ㄊㄢ-縮、ㄊㄢ-臺,tan1塌、倒tan1、tan1陷
幾,几,幾,ㄐㄧˇ個、ㄐㄧ-乎、ㄐㄧ-年,ji1乎、好ji3、ji3何
正,正,正,真ㄓㄥˋ、ㄓㄥˋ常、ㄓㄥˋ在,zheng4在、真zheng4、zheng4是
秦,秦,秦,ㄑㄧㄣˊ國、ㄑㄧㄣˊ軍、ㄑㄧㄣˊ王,先qin2、qin2腔、qin2俑
韆,千,韆,鞦ㄑㄧㄢ-、盪鞦ㄑㄧㄢ-、打鞦ㄑㄧㄢ-,qian1万、上qian1、qian1古
几,几,几,茶ㄐㄧˇ、小ㄐㄧ-、ㄐㄧ-上,ji1乎、好ji3、ji3何
上,上,上,以ㄕㄤˋ、ㄕㄤˋ的、ㄕㄤˋ面,shang4海、以shang4、身shang
醫,医,医,ㄧ-生、ㄧ-院、中ㄧ-,yi1院、yi1生、yi1疗
忠,忠,忠,ㄓㄨㄥ-誠、ㄓㄨㄥ-實、ㄓㄨㄥ-臣,zhong1诚、zhong1实、zhong1于
鈞,钧,鈞,鄭ㄐㄩㄣ-、千ㄐㄩㄣ-、萬ㄐㄩㄣ-,千jun1一发、雷霆万jun1、一发千jun1
到,到,到,看ㄉㄠˋ、找ㄉㄠˋ、ㄉㄠˋ了,得dao4、感dao4、受dao4
史,史,史,歷ㄕˇ、ㄕˇ上、ㄕˇ記,历shi3、党shi3、shi3料
詰,诘,詰,ㄐㄧㄝˊ問、ㄐㄧㄝˊ難、反ㄐㄧㄝˊ,jie2问、反jie2、盘jie2
獺,獭,獺,水ㄊㄚˋ、旱ㄊㄚˋ、海ㄊㄚˋ,水ta3、旱ta3、海ta3
啡,啡,啡,咖ㄈㄟ-、嗎ㄈㄟ-、ㄈㄟ-咖,咖fei1、吗fei1、咖fei1馆
逗,逗,逗,挑ㄉㄡˋ、ㄉㄡˋ留、ㄉㄡˋ號,dou4留、挑dou4、dou4笑
穿,穿,穿,ㄔㄨㄢ-着、ㄔㄨㄢ-越、ㄔㄨㄢ-過,chuan1着、贯chuan1、chuan1越
祭,祭,祭,ㄐㄧˋ祀、獻ㄐㄧˋ、ㄐㄧˋ奠,ji4祀、ji4奠、ji4祖
荒,荒,荒,ㄏㄨㄤ-誕、ㄏㄨㄤ-謬、ㄏㄨㄤ-野,huang1山、huang1唐、huang1凉
肇,肇,肇,ㄓㄠˋ事、ㄓㄠˋ慶、ㄓㄠˋ東,zhao4事、zhao4始、zhao4祸
嬤,嬷,嬤,ㄇㄚ-˙ㄇㄚ、老ㄇㄚ-、阿ㄇㄚ-,
柿,柿,柿,ㄕˋ子、ㄕˋ餅、ㄕˋ霜,shi4子、shi4饼、shi4霜
羞,羞,羞,ㄒㄧㄡ-辱、害ㄒㄧㄡ-、ㄒㄧㄡ-澀,害xiu1、xiu1愧、xiu1涩
張,张,張,一ㄓㄤˋ、緊ㄓㄤ-、這ㄓㄤˋ,紧zhang1、主zhang1、扩zhang1
燥,燥,燥,乾ㄗㄠˋ、枯ㄗㄠˋ、ㄗㄠˋ熱,干zao4、枯zao4、zao4热
磚,砖,磚,搬ㄓㄨㄢ-、瓷ㄓㄨㄢ-、ㄓㄨㄢ-頭,zhuan1头、zhuan1瓦、瓷zhuan1
始,始,始,開ㄕˇ、ㄕˇ終、原ㄕˇ,开shi3、shi3终、原shi3
癢,痒,癢,ㄧㄤˇ˙ㄧㄤ、瘙ㄧㄤˇ、發ㄧㄤˇ,yang3yang3、发yang3、搔yang3
輒,辄,輒,動ㄓㄜˊ、淺嘗ㄓㄜˊ止、動ㄓㄜˊ得咎,动zhe2、浅尝zhe2止、动zhe2得咎
巨,巨,巨,ㄐㄩˋ大、ㄐㄩˋ人、ㄐㄩˋ頭,ju4大、艰ju4、ju4额
獰,狞,獰,猙ㄋㄧㄥˊ、ㄋㄧㄥˊ笑、ㄋㄧㄥˊ惡,狰ning2、ning2笑
俱,俱,俱,傢ㄐㄩˋ、ㄐㄩˋ全、ㄐㄩˋ佳,ju4全、ju4乐部、与日ju4增
慘,惨,惨,ㄘㄢˇ烈、ㄘㄢˇ敗、悲ㄘㄢˇ,悲can3、can3重、can3痛
冒,冒,冒,ㄇㄠˋ險、感ㄇㄠˋ、ㄇㄛˋ着,mao4险、假mao4、感mao4
倒,倒,倒,ㄉㄠˋ是、ㄉㄠˇ閉、暈ㄉㄠˇ,dao4是、反dao4、打dao3
謁,谒,謁,拜ㄧㄝˋ、ㄧㄝˋ見、ㄧㄝˋ陵,拜ye4、ye4见、晋ye4
鄱,鄱,鄱,ㄆㄛˊ陽、ㄆㄛˊ陽湖、ㄆㄛˊ陽縣,
閔,闵,閔,ㄇㄧㄣˇ行、ㄇㄧㄣˇ妃、ㄇㄧㄣˇ凶,
霓,霓,霓,ㄋㄧˊ裳、ㄋㄧˊ虹、雲ㄋㄧˊ,ni2虹、ni2虹灯
叢,丛,叢,ㄘㄨㄥˊ林、ㄘㄨㄥˊ書、草ㄘㄨㄥˊ,cong2书、cong2林、草cong2
撮,撮,撮,ㄘㄨㄛ-合、一ㄗㄨㄟˋ、ㄘㄨㄛ-要,cuo1合、cuo1要、一小cuo1
娶,娶,娶,ㄑㄩˇ了、ㄑㄩˇ你、迎ㄑㄩˇ,qu3亲、再qu3、迎qu3
研,研,研,ㄧㄢˊ究、ㄧㄢˊ發、科ㄧㄢˋ,yan2究、科yan2、yan2制
禱,祷,祷,祈ㄉㄠˇ、ㄉㄠˇ告、ㄉㄠˇ文,祈dao3、dao3告、默dao3
鵬,鹏,鵬,大ㄆㄥˊ、李ㄆㄥˊ、金ㄆㄥˊ,黄peng2、鲲peng2、peng2程万里
牽,牵,牽,ㄑㄧㄢ-掛、ㄑㄧㄢ-制、ㄑㄧㄢ-頭,qian1头、qian1动、qian1挂
獐,獐,獐,ㄓㄤ-子、弄ㄓㄤ-、ㄓㄤ-智,zhang1子、zhang1头鼠目
理,理,理,ㄌㄧˇ解、ㄌㄧˇ論、管ㄌㄧˇ,li3论、处li3、管li3
刊,刊,刊,期ㄎㄢ-、ㄎㄢ-登、報ㄎㄢ-,周kan1、副kan1、报kan1
遼,辽,遼,ㄌㄧㄠˊ寧、ㄌㄧㄠˊ東、張ㄌㄧㄠˊ,liao2宁、liao2阔、liao2远
黃,黄,黄,ㄏㄨㄤˊ金、ㄏㄨㄤˊ色、ㄏㄨㄤˊ帝,huang2河、huang2金、huang2色
怎,怎,怎,ㄗㄣˇ麼、ㄗㄣˇ樣、ㄗㄣˇ能,zen3么、zen3样、zen3能
創,创,創,ㄔㄨㄤˋ作、ㄔㄨㄤˋ業、ㄔㄨㄤˋ新,chuang4造、chuang4作、chuang4新
並,并,並,ㄅㄧㄥˋ且、ㄅ一ㄥˋ不、ㄅㄧㄥˋ非,bing4且、bing4非、合bing4
吠,吠,吠,狂ㄈㄟˋ、狗ㄈㄟˋ、ㄈㄟˋ陀,狂fei4、犬fei4
椰,椰,椰,ㄧㄝˊ子、ㄧㄝˊ林、ㄧㄝˊ殼,ye1子、ye1树、ye1林
晚,晚,晩,ㄨㄢˇ上、今ㄨㄢˇ、ㄨㄢˇ安,wan3上、wan3会、夜wan3
野,野,野,視ㄧㄝˇ、ㄧㄝˇ心、打ㄧㄝˇ,视ye3、ye3生、田ye3
鷗,鸥,鴎,海ㄡ-、沙ㄡ-、ㄡ-鳥,海ou1、沙ou1
噙,噙,噙,ㄑㄧㄣˊ着、ㄑㄧㄣˊ淚、ㄑㄧㄣˊ齒戴髮,qin2泪
唳,唳,唳,鶴ㄌㄧˋ、嘹ㄌㄧˋ、風聲鶴ㄌㄧˋ,风声鹤li4
煬,炀,煬,ㄧㄤˋ帝、ㄧㄤˋ金、ㄧㄤˋ竈,
聚,聚,聚,ㄐㄩˋ會、ㄐㄩˋ集、ㄐㄩˋ焦,凝ju4、ju4集、ju4焦
贊,赞,賛,ㄗㄢˋ同、高ㄗㄢˋ、ㄗㄢˋ助,zan4成、zan4赏、称zan4
晨,晨,晨,凌ㄔㄣˊ、早ㄔㄣˊ、清ㄔㄣˊ,早chen2、凌chen2、清chen2
瀆,渎,瀆,褻ㄉㄨˊ、ㄉㄨˊ職、貪ㄉㄨˊ,du2职、亵du2
氯,氯,氯,ㄌㄩˋ化、ㄌㄩˋ氣、ㄌㄩˋ苯,lü4气、lü4霉素
痣,痣,痣,黑ㄓˋ、淚ㄓˋ、紅ㄓˋ,黑zhi4
峭,峭,峭,陡ㄑㄧㄠˋ、ㄑㄧㄠˋ壁、料ㄑㄧㄠˋ,陡qiao4、qiao4壁、料qiao4
佬,佬,佬,大ㄌㄠˇ、鬼ㄌㄠˇ、仫ㄌㄠˇ,阔lao3、和事lao3、乡下lao3
矯,矫,矯,ㄐㄧㄠˇ正、ㄐㄧㄠˇ情、ㄐㄧㄠˇ健,jiao3正、jiao3健、jiao3情
乙,乙,乙,ㄧˇ方、ㄧˇ肝、ㄧˇ烯,yi3肝、yi3方、yi3炔
咪,咪,咪,貓ㄇㄧ-、ㄇㄧ-ㄇㄧ-、媽ㄇㄧ-,mi1mi1
趴,趴,趴,ㄆㄚ-在、ㄆㄚ-着、ㄆㄚ-下,pa1窝
納,纳,納,繳ㄋㄚˋ、收ㄋㄚˋ、ㄋㄚˋ入,na4入、na4税、缴na4
填,填,填塡,ㄊㄧㄢˊ寫、ㄊㄧㄢˊ充、ㄊㄧㄢˊ補,tian2补、tian2写、tian2充
萬,万,万,ㄨㄢˋ元、ㄨㄢˋ一、ㄨㄢˋ人,千wan4、百wan4、wan4一
坪,坪,坪,草ㄆㄧㄥˊ、南ㄆㄧㄥˊ、鎮ㄆㄧㄥˊ,草ping2、ping2坝、停机ping2
剔,剔,剔,ㄊㄧ-除、挑ㄊㄧ-、ㄊㄧ-透,挑ti1、ti1除、ti1透
瞰,瞰,瞰,俯ㄎㄢˋ、鳥ㄎㄢˋ、ㄎㄢˋ望,俯kan4、鸟kan4
稠,稠,稠,粘ㄔㄡˊ、濃ㄔㄡˊ、ㄔㄡˊ密,chou2密、黏chou2
寤,寤,寤,ㄨˋ寐、ㄨˋ夢、ㄨˋ懷,
莖,茎,茎,陰ㄐㄧㄥ-、根ㄐㄧㄥ-、塊ㄐㄧㄥ-,根jing1、阴jing1、球jing1
轄,辖,轄,ㄒㄧㄚˊ區、管ㄒㄧㄚˊ、直ㄒㄧㄚˊ,xia2区、管xia2、下xia2
鑾,銮,鑾,迴ㄌㄨㄢˊ、ㄌㄨㄢˊ駕、ㄌㄨㄢˊ輿,金luan2殿
執,执,執,ㄓˊ行、ㄓˊ着、ㄓˊ法,zhi2行、zhi2法、zhi2政
煮,煮,煮,ㄓㄨˇ熟、ㄓㄨˇ飯、水ㄓㄨˇ,zhu3沸、烹zhu3、一锅zhu3
錳,锰,錳,ㄇㄥˇ礦、ㄇㄥˇ鋼、ㄇㄥˇ鐵,高meng3酸钾
氾,泛,氾,ㄈㄢˋ濫、ㄈㄢˋㄈㄢˋ、ㄈㄢˋ愛,广fan4、fan4滥、fan4起
噪,噪,噪,ㄗㄠˋ音、ㄗㄠˋ聲、降ㄗㄠˋ,zao4声、zao4音、鼓zao4
嶺,岭,嶺,ㄌㄧㄥˇ南、秦ㄌㄧㄥˇ、鐵ㄌㄧㄥˇ,山ling3、峻ling3、五ling3
網,网,網,ㄨㄤˇ站、ㄨㄤˇ絡、ㄨㄤˇ上,wang3络、wang3上、wang3站
洶,汹,洶,ㄒㄩㄥ-湧、ㄒㄩㄥ-ㄒㄩㄥ-、ㄒㄩㄥ-動,xiong1涌、xiong1xiong1、气xiong1xiong1
砧,砧,砧,ㄓㄣ-板、ㄓㄣ-木、鐵ㄓㄣ-,zhen1子、zhen1木、zhen1板
卞,卞,卞,ㄅㄧㄢˋ莊、ㄅㄧㄢˋ梁、ㄅㄧㄢˋ和,
袞,衮,袞,ㄍㄨㄣˇㄍㄨㄣˇ、ㄍㄨㄣˇ服、ㄍㄨㄣˇ冕,
鶴,鹤,鶴,白ㄏㄜˋ、ㄏㄠˊ壁、黃ㄏㄠˊ,白he4、仙he4、丹顶he4
幗,帼,幗,巾ㄍㄨㄛˊ、ㄍㄨㄛˊ匪、巾ㄍㄨㄛˊ英雄,巾guo2
餛,馄,餛,ㄏㄨㄣˊ飩、ㄏㄨㄣˊ燉、ㄏㄨㄣˊㄏㄨㄣˊ,hun2饨
躪,躏,躪,蹂ㄌㄧㄣˋ、ㄌㄧㄣˋ藉,蹂lin4
縷,缕,縷,一ㄌㄩˇ、ㄌㄩˇㄌㄩˇ、幾ㄌㄩˇ,lü3lü3、lü3述、lü3析
閤,合,閤,ㄏㄜˊ家、ㄏㄜˊ眼、ㄍㄜˊ中,he2作、结he2、he2理
煩,烦,煩,麻˙ㄈㄢ、ㄈㄢˊ惱、ㄈㄢˊ躁,麻fan、fan2恼、fan2躁
餌,饵,餌,誘ㄦˇ、魚ㄦˇ、ㄦˇ料,er3料、诱er3、毒er3
燒,烧,焼,燃ㄕㄠ-、ㄕㄠ-烤、發ㄕㄠ-,燃shao1、发shao1、火shao1
濺,溅,濺,飛ㄐㄧㄢˋ、四ㄐㄧㄢˋ、ㄐㄧㄢˋ射,飞jian4、四jian4、喷jian4
崩,崩,崩,ㄅㄥ-潰、ㄅㄥ-盤、ㄅㄥ-塌,beng1溃、beng1塌、雪beng1
朱,朱,朱,ㄓㄨ-棣、ㄓㄨ-德、ㄓㄨ-雀,zhu1红、zhu1砂、zhu1漆
繽,缤,繽,ㄅㄧㄣ-紛、五彩ㄅㄧㄣ-紛、色彩ㄅㄧㄣ-紛,bin1纷、五彩bin1纷
螂,螂,螂,蟑ㄌㄤˊ、螳ㄌㄤˊ、蜣ㄌㄤˊ,蟑lang2、螳lang2、蜣lang2
惡,恶,悪,ㄜˇ心、ㄜˋ意、ㄜˋ魔,e4化、e4劣、罪e4
唁,唁,唁,弔ㄧㄢˋ、ㄧㄢˋ電、ㄧㄢˋ函,yan4电、吊yan4、电yan4
四,四,四,ㄙˋ個、ㄙˋ大、ㄙˋ年,si4川、si4周、si4处
悵,怅,悵,惆ㄔㄤˋ、ㄔㄤˋ然、ㄔㄤˋ惘,惆chang4、chang4惘、chang4然
歉,歉,歉,道ㄑㄧㄢˋ、抱ㄑㄧㄢˋ、ㄑㄧㄢˋ意,道qian4、抱qian4、qian4意
蜃,蜃,蜃,ㄕㄣˋ景、ㄕㄣˋ氣、ㄕㄣˋ樓,海市shen4楼
諷,讽,諷,嘲ㄈㄥˋ、ㄈㄥˋ刺、譏ㄈㄥˋ,feng3刺、嘲feng3、讥feng3
評,评,評,ㄆㄧㄥˊ價、ㄆㄧㄥˊ論、ㄆㄧㄥˊ估,批ping2、ping2价、ping2论
萍,萍,萍,倪ㄆㄧㄥˊ、浮ㄆㄧㄥˊ、ㄆㄧㄥˊ鄉,浮ping2、ping2踪、ping2水相逢
舐,舐,舐,舔ㄕˋ、ㄕˋ痔、ㄕˋ犢,shi4犊情深
合,合,合,適ㄏㄜˊ、結ㄏㄜˊ、ㄏㄜˊ作,he2作、结he2、he2理
三,三,三,ㄙㄢˋ個、第ㄙㄢˋ、ㄙㄢˋ年,san1农、san1角、san1通
蛛,蛛,蛛,蜘ㄓㄨ-、ㄓㄨ-絲、ㄓㄨ-網,蜘zhu1、zhu1网、蜘zhu1网
錯,错,錯,不ㄘㄨㄛˋ、ㄘㄨㄛˋ誤、沒ㄘㄨㄛˋ,cuo4误、不cuo4、过cuo4
颺,飏,颺,遠ㄧㄤˊ、不ㄧㄤˊ、悠ㄧㄤˊ,
惕,惕,惕,警ㄊㄧˋ、怵ㄊㄧˋ、ㄊㄧˋ然,警ti4、警ti4性
刮,刮,刮,搜ㄍㄨㄚ-、ㄍㄨㄚ-痧、雨ㄍㄨㄚ-,gua1风、搜gua1、gua1脸
杯,杯,杯,一ㄅㄟ-、ㄅㄟ-子、獎ㄅㄟ-,bei1子、bei1赛、酒bei1
液,液,液,血ㄧㄝˋ、ㄧㄝˋ體、ㄧㄝˋ晶,血ye4、溶ye4、ye4体
穡,穑,穡,稼ㄙㄜˋ、ㄙㄜˋ人、ㄙㄜˋ夫,稼se4
賴,赖,頼,依ㄌㄞˋ、信ㄌㄞˋ、無ㄌㄞˋ,依lai4、信lai4、lai4以
動,动,動,運˙ㄉㄨㄥ、ㄉㄨㄥˋ作、活ㄉㄨㄥˋ,活dong4、运dong4、劳dong4
疽,疽,疽,炭ㄐㄩ-、壞ㄐㄩ-、癰ㄐㄩ-,炭ju1、痈ju1
蒙,蒙,蒙,ㄇㄥˊ古、啓ㄇㄥˊ、呂ㄇㄥˊ,meng2古、启meng2、meng2受
募,募,募,私ㄇㄨˋ、招ㄇㄨˋ、公ㄇㄨˋ,mu4集、mu4捐、招mu4
算,算,算,計ㄙㄨㄢˋ、就ㄙㄨㄢˋ、ㄙㄨㄢˋ是,计suan4、打suan、suan4是
掖,掖,掖,張ㄧㄝ-、ㄧㄝˋ庭、ㄧㄝˋ縣,奖ye4、扶ye4、藏ye1
奮,奋,奮,ㄈㄣˋ鬥、興ㄈㄣˋ、勤ㄈㄣˋ,fen4斗、兴fen4、振fen4
監,监,監,ㄐㄧㄢ-管、ㄐㄧㄢ-控、ㄐㄧㄢ-督,jian1督、jian1管、jian1测
藺,蔺,藺,古ㄌㄧㄣˋ、慕ㄌㄧㄣˋ、古ㄌㄧㄣˋ縣,
彩,彩,彩,色ㄘㄞˇ、精ㄘㄞˇ、ㄘㄞˇ蛋,色cai3、精cai3、光cai3
戈,戈,戈,ㄍㄜ-登、ㄍㄜ-壁、姜ㄍㄜ-,ge1壁、干ge1、倒ge1
支,支,支,ㄓ-持、ㄓ-付、ㄓ-撐,zhi1持、zhi1付、zhi1出
差,差,差,ㄔㄚ-距、ㄔㄚ-異、ㄔㄚ-別,cha1距、cha1异、cha1别
卷,卷,巻,試ㄐㄩㄢˋ、內ㄐㄩㄢˋ、ㄐㄩㄢˋ子,画juan4、juan3烟、答juan4
槽,槽,槽,吐ㄘㄠˊ、跳ㄘㄠˊ、臥ㄘㄠˊ,跳cao2、水cao2、河cao2
牖,牖,牖,戶ㄧㄡˇ、ㄧㄡˇ戶、ㄧㄡˇ里,
配,配,配,ㄆㄟˋ置、搭ㄆㄟˋ、ㄆㄟˋ合,分pei4、pei4合、pei4套
尋,寻,尋,ㄒㄩㄣˊ找、ㄒㄩㄣˊ求、追ㄒㄩㄣˊ,xun2找、xun2求、xun2常
沮,沮,沮,ㄐㄩˇ喪、ㄐㄩˋ洳、氣ㄐㄩˇ,ju3丧
庵,庵,庵,ㄢ-堂、ㄢ-主、尼ㄢ-,an1堂、尼姑an1
稀,稀,稀,ㄒㄧ-缺、ㄒㄧ-釋、ㄒㄧ-有,珍xi1、xi1少、xi1罕
運,运,運,ㄩㄣˋ動、ㄩㄣˋ營、ㄩㄣˋ用,yun4动、yun4用、命yun4
戲,戏,戯,遊ㄒㄧˋ、ㄒㄧˋ劇、ㄏㄨㄟ-份,xi4剧、游xi4、xi4曲
標,标,標,ㄅㄧㄠ-準、目ㄅㄧㄠ-、指ㄅㄧㄠ-,目biao1、biao1准、biao1题
前,前,前,之ㄑㄧㄢˊ、目ㄑㄧㄢˊ、以ㄑㄧㄢˊ,目qian2、面qian2、以qian2
汙,污,汚,,wu1染、wu1水、贪wu1
嘔,呕,嘔,ㄡˇ吐、ㄡˇ心、作ㄡˇ,ou3吐、作ou3、ou3血
僚,僚,僚,官ㄌㄧㄠˊ、同ㄌㄧㄠˊ、幕ㄌㄧㄠˊ,官liao2、幕liao2、同liao2
戀,恋,恋,ㄌㄧㄢˋ愛、初ㄌㄧㄢˋ、ㄌㄧㄢˋ人,lian4爱、留lian4、lian4人
泣,泣,泣,哭ㄑㄧˋ、鬼ㄑㄧˋ、抽ㄑㄧˋ,哭qi4、抽qi4、啜qi4
璧,璧,璧,完ㄅㄧˋ、ㄅㄧˋ山、合ㄅㄧˋ,合bi4、珠联bi4合、中西合bi4
呎,呎,呎,英ㄔˇ、一ㄔˇ、五ㄔˇ,
翕,翕,翕,ㄒㄧˋ動、ㄒㄧˋ然、ㄒㄧˋ張,xi1动
枸,枸,枸,ㄍㄡˇ杞、ㄐㄩˇ櫞、ㄍㄡ-橘,gou3杞、gou3杞子
歷,历,歴,ㄌㄧˋ史、經ㄌㄧˋ、簡ㄌㄧˋ,li4史、经li4、li4程
畝,亩,畝,萬ㄇㄨˇ、每ㄇㄨˇ、ㄇㄨˇ產,mu3产、英mu3、田mu3
引,引,引,ㄧㄣˇ起、吸ㄧㄣˇ、ㄧㄣˇ導,yin3起、吸yin3、yin3导
惟,惟,惟,ㄨㄟˊ一、ㄨㄟˊ有、ㄨㄟˊ獨,wei2妙wei2肖、唯有、唯恐
瞭,瞭,瞭,ㄌㄧㄠˇ解、明ㄌㄧㄠˇ、ㄌㄧㄠˇ然,liao4望
纏,缠,纏,糾ㄔㄢˊ、ㄔㄢˊ綿、ㄔㄢˊ繞,纠chan2、chan2绕、chan2绵
舷,舷,舷,船ㄒㄧㄢˊ、ㄒㄧㄢˊ窗、ㄒㄧㄢˊ梯,xian2梯、船xian2、xian2窗
針,针,針,ㄓㄣ-對、指ㄓㄣ-、方ㄓㄣ-,方zhen1、zhen1对、指zhen1
鏡,镜,鏡,ㄐㄧㄥˋ頭、眼ㄐㄧㄥˋ、濾ㄐㄧㄥˋ,眼jing4、jing4头、jing4子
嚷,嚷,嚷,ㄖㄤ-ㄖㄤ-、ㄖㄤˇ着、叫ㄖㄤˇ,rang1rang、叫rang3、喧rang3
圃,圃,圃,苗ㄆㄨˇ、花ㄆㄨˇ、園ㄆㄨˇ,苗pu3、花pu3、菜pu3
鼇,鼇,鼇,釣ㄠˊ、ㄠˊ山、ㄠˊ峰,
墾,垦,墾,農ㄎㄣˇ、開ㄎㄣˇ、ㄎㄣˇ利,农ken3、开ken3、ken3区
市,市,市,ㄕˋ場、城ㄕˋ、上ㄕˋ,城shi4、shi4场、shi4民
惰,惰,惰,懶ㄉㄨㄛˋ、ㄉㄨㄛˋ性、怠ㄉㄨㄛˋ,duo4性、懒duo4、怠duo4
降,降,降,ㄐㄧㄤˋ低、下ㄐㄧㄤˋ、ㄐㄧㄤˋ價,下jiang4、jiang4低、jiang4水
徬,徬,徬,ㄆㄤˊ徨、ㄆㄤˊ徨失措、ㄆㄤˊ徨歧路,
